,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-09-01,31242788,19126702297,614.0,614.0,608.0,613.0,-1.0,30125
1,2021-09-02,26715492,16341803689,613.0,615.0,607.0,607.0,-6.0,26153
2,2021-09-03,53915006,33278648609,610.0,620.0,610.0,620.0,13.0,62288
3,2021-09-06,59223061,37250623087,623.0,638.0,621.0,631.0,11.0,77024
4,2021-09-07,27422775,17191259166,634.0,634.0,623.0,623.0,-8.0,29823
5,2021-09-08,38713621,23960375113,622.0,627.0,612.0,619.0,-4.0,38267
6,2021-09-09,19309522,11886107760,612.0,620.0,610.0,619.0,0.0,19569
7,2021-09-10,16740439,10365721937,615.0,623.0,614.0,622.0,3.0,17067
8,2021-09-13,15809768,9734528161,619.0,620.0,613.0,615.0,-7.0,21779
9,2021-09-14,16024935,9849961184,618.0,618.0,612.0,613.0,-2.0,13569
10,2021-09-15,26041452,15872971715,610.0,613.0,607.0,607.0,-6.0,24839
11,2021-09-16,23315040,14030697248,603.0,607.0,599.0,600.0,0.0,31437
12,2021-09-17,42383815,25510152115,600.0,610.0,599.0,600.0,0.0,18681
13,2021-09-22,42732169,25056693727,586.0,589.0,583.0,586.0,-14.0,70389
14,2021-09-23,22736266,13406035166,588.0,593.0,588.0,588.0,2.0,22991
15,2021-09-24,17302848,10289114839,591.0,598.0,590.0,598.0,10.0,15796
16,2021-09-27,20034221,11993300562,600.0,602.0,593.0,602.0,4.0,16349
17,2021-09-28,17325896,10291543822,595.0,596.0,592.0,594.0,-8.0,16496
18,2021-09-29,51834124,30040354500,580.0,583.0,577.0,580.0,-14.0,95024
19,2021-09-30,36318623,21054651328,580.0,585.0,575.0,580.0,0.0,32973
